Hip	Const-abbreviations	Const-names	ProperName	B-F-ID	F-ID	B-ID	RA	Dec	Distance	Mag	AbsMag	Spectrum	ColorIndex
107555							21.78357438	70.15094328	151.0574018	6.45	0.5542899472	A0V	-0.007
112168							22.71761229	-8.31143105	189.3939394	6.45	0.0631696127	A5V	0.166
115915							23.48491646	23.04829	159.4896332	6.45	0.4363377042	G9III	1.088
31359	Lyn	Lynx		7	7 Lyn		6.57577676	55.35302921	476.1904762	6.45	-1.938903526	K0III:	1.554
108952	PsA	Piscis Austrinus		13	13 PsA		22.07328729	-29.91653781	398.4063745	6.45	-1.551631393	K5III	1.603
25192	Aur	Auriga		22	22 Aur		5.38968384	28.93683899	181.8181818	6.45	0.1518134475	B9Vs	-0.04
48324	Leo	Leo		23	23 Leo		9.85054799	13.06625701	568.1818182	6.45	-2.322436661	M0III	1.624
32019	Gem	Gemini		25	25 Gem		6.68913819	28.19664431	432.9004329	6.45	-1.731940101	G5Ib	1.09
109458	Peg	Pegasus		28	28 Peg		22.17505132	20.97800691	203.2520325	6.45	-0.0901744862	A3III	0.099
69127	Vir	Virgo		96	96 Vir		14.15016599	-10.3345991	170.0680272	6.45	0.2968866304	G8III	1.003
253							0.05217149	-24.14513788	147.4926254	6.46	0.6161484693	K1III	1.176
1402							0.292414	-19.05108585	48.85197851	6.46	3.015589213	F3V	0.386
4911							1.05040893	47.37619549	103.3057851	6.46	1.389376787	A9V	0.248
7283							1.56347666	89.01571833	98.52216749	6.46	1.492330211	A3V	0.107
13347							2.86275449	58.31429743	87.41258741	6.46	1.752130122	A1m	0.104
17858							3.82214599	57.11832721	162.8664495	6.46	0.4008418557	A0Vn	0.061
18275							3.90942646	-52.69033035	107.1811361	6.46	1.309408219	A4V	0.158
22081							4.74942042	-63.2297076	139.8601399	6.46	0.731530209	K0/K1III	1.077
22152							4.76677395	76.61137327	32.22687722	6.46	3.918908878	F7V	0.512
26728							5.67949785	-10.4086637	164.4736842	6.46	0.3795178964	B9.5IIIp Si	-0.127
32500							6.78292214	-87.02497454	39.13894325	6.46	3.496954522	F3V	0.429
33577							6.97677592	-56.39476607	99.9000999	6.46	1.462170387	F2II	0.389
34860							7.21363279	27.22506034	44.15011038	6.46	3.235341032	F8V	0.502
37705							7.73545671	2.40544316	132.8021248	6.46	0.843974881	F0III	0.211
42462							8.65682594	8.01767028	168.9189189	6.46	0.3216085336	K1III	1.08
42701							8.70273051	-11.96597346	116.2790698	6.46	1.132492256	A5m	0.16
44574							9.08197806	32.37698738	79.36507937	6.46	1.961852726	A8V	0.241
47119							9.60188622	74.31887605	136.9863014	6.46	0.7766143006	B9V	-0.083
58057							11.90723845	-37.74907386	46.51162791	6.46	3.1221923	F7V	0.528
61172							12.5345569	-32.53373156	174.2160279	6.46	0.254559462	A3V	0.172
61738							12.6540657	-75.37056959	235.8490566	6.46	-0.403170717	B8Vn	0.098
64751							13.2706518	19.0517164	94.07337723	6.46	1.592666323	G8III	0.972
66251							13.5785596	76.54670829	314.4654088	6.46	-1.0278644	K5III:	1.573
66254							13.57878136	-33.31082494	277.0083102	6.46	-0.7524639905	K2III	1.25
66594							13.65064251	18.2653719	226.2443439	6.46	-0.3128886533	K3III	1.217
70798							14.47875114	-59.19752972	10000000	6.46	-8.54	A0II/III	0.111
71251							14.571028	57.06582344	29.01915264	6.46	4.146576366	F7V	0.526
76456							15.6148245	29.99132177	36.01008282	6.46	3.677879399	F5V:	0.433
77042							15.73202211	-60.28720496	413.2231405	6.46	-1.62092317	G0Ib	1.02
80840							16.50833782	-7.51445768	574.7126437	6.46	-2.337253759	A7Ib	0.371
81891							16.72742491	-32.10588875	240.3846154	6.46	-0.4445333469	B8V	-0.076
83857							17.13807831	50.84220964	211.4164905	6.46	-0.1656942963	A1V	-0.017
84883							17.34794428	-10.69635486	47.19207173	6.46	3.090654784	F1III+...	0.326
87865							17.94885705	-40.30564844	176.6784452	6.46	0.2240821559	K3III	1.411
89920							18.34866357	-37.4876307	699.3006993	6.46	-2.763319813	K2II	1.315
92301							18.81261426	-18.60115618	243.902439	6.46	-0.4760807164	A1V + K1III	0.902
98146							19.94587873	50.90249691	107.4113856	6.46	1.304748405	A1V	0.003
100142							20.31379782	46.32221345	813.0081301	6.46	-3.090474443	B2V	-0.123
100332							20.34774187	-35.67372299	136.0544218	6.46	0.7914366954	K3III	1.311
104537							21.17526687	47.69223284	460.8294931	6.46	-1.857701331	B6IV	0.007
105637							21.39677576	37.35149782	282.4858757	6.46	-0.7949836899	K5	1.472
107409							21.75518632	-49.4988767	127.8772379	6.46	0.9260337653	K1III	1.148
108632							22.0074195	33.00578827	66.44518272	6.46	2.3476825	F5III	0.463
110346							22.35001332	26.93518051	243.3090024	6.46	-0.4707908906	M4III	1.526
110790							22.44598846	37.44371876	591.7159763	6.46	-2.400566477	B2V	-0.132
111801							22.64575067	-28.74818538	123.6093943	6.46	0.9997426081	K1III	1.034
112986							22.88117624	50.41228825	242.7184466	6.46	-0.4655139198	B8V	-0.047
113498							22.98583303	59.81465827	354.6099291	6.46	-1.288754458	B9III	0.012
113784							23.04279694	-36.42080597	127.388535	6.46	0.9343482837	K1III	0.938
117133							23.74676862	55.79969308	145.137881	6.46	0.6510961095	G4III:	0.992
23268	Aur	Auriga		6	6 Aur		5.00644854	39.6546596	381.6793893	6.46	-1.448493543	K4Iab:	1.677
60353	Vir	Virgo		17	17 Vir		12.37559344	5.30557355	29.82403817	6.46	4.087167767	F8V	0.567
50316	LMi	Leo Minor		24	24 LMi		10.27447893	28.68270332	32	6.46	3.934250108	G0V	0.635
33133	Aur	Auriga		61Psi8	61 Aur	ψ8 Aur	6.89918723	38.50508594	253.164557	6.46	-0.5570145219	B9.5sp...	-0.044
1499							0.31156155	-8.05265094	23.43566909	6.47	4.620613214	G0V	0.674
3576							0.76158336	-16.42420509	87.87346221	6.47	1.75071131	F0IV	0.314
4558							0.97191612	21.40450332	131.2335958	6.47	0.8797748567	A2V	0.089
11121							2.38516731	-37.57606333	359.7122302	6.47	-1.30977602	K2III	1.592
13008							2.78642796	-22.48565414	38.19709702	6.47	3.559848211	F2V	0.398
18926							4.05687426	-20.14379271	293.255132	6.47	-0.866228105	B3V	-0.178
19746							4.23325835	37.96713609	120.7729469	6.47	1.060151684	G9III	1.029
20985							4.50064021	10.26240493	112.1076233	6.47	1.221824272	G8III	1.038
27705							5.86655227	-29.44939942	212.7659574	6.47	-0.1695107103	K3III	1.473
30423							6.39636568	-58.54393301	97.84735812	6.47	1.517254479	A3V	0.12
33015							6.87976015	-43.97560689	130.0390117	6.47	0.899631699	B8V	-0.101
34177							7.08788688	-50.36013794	241.5458937	6.47	-0.4449982944	K3III	1.424
34270							7.10397314	-68.83757671	153.609831	6.47	0.5379049428	K0III	1.039
34367							7.1235784	28.17669553	168.3501684	6.47	0.3389322249	B9V	-0.081
35933							7.40768024	15.51719894	1492.537313	6.47	-4.399625987	B2Ve	-0.19
36211							7.45717866	66.33164165	273.9726027	6.47	-0.7185356777	B9III	-0.064
40342							8.23642802	17.67591954	100.9081736	6.47	1.450368272	A0Vne...	0.331
40655							8.29883095	-59.16676267	77.88161994	6.47	2.012825119	F5V	0.397
42434							8.65280676	59.93924272	110.4972376	6.47	1.253242896	A2Vn	0.035
44825							9.13450319	32.54045613	107.0663812	6.47	1.321734381	F2V	0.375
46075							9.39581166	-37.75696435	100.8064516	6.47	1.452558361	A1m...	0.193
47893							9.7612886	-57.1860602	266.6666667	6.47	-0.6598436614	B8III/IV	-0.108
50728							10.35797109	-23.71087724	114.5475372	6.47	1.175071219	A4IV/V	0.193
54430							11.13771398	-29.97245501	140.2524544	6.47	0.7354476493	A1V	0.029
58119							11.92058382	36.75648978	180.5054152	6.47	0.1875488236	M3III	1.581
59489							12.20026991	28.53646316	80.64516129	6.47	1.937108426	F5V	0.428
67103							13.75363986	55.88022143	33.62474781	6.47	3.836704821	F7IV-V	0.486
69107							14.14616314	59.33769923	134.4086022	6.47	0.8278646777	K0III	1.023
69881							14.30015817	-7.54181672	32.81916639	6.47	3.889362271	F9V	0.723
69958							14.31553536	54.86377384	102.5641026	6.47	1.415023079	A5Vn	0.183
74490							15.22150721	-24.00827351	126.4222503	6.47	0.9608824175	B8III	-0.026
85666							17.5062908	11.92398112	94.78672986	6.47	1.586262298	A1V	0.056
87045							17.78556836	47.61222292	131.5789474	6.47	0.8740679614	A2Vs	0.095
89370							18.23787659	-63.689541	188.3239171	6.47	0.0954726054	K4III	1.414
91662							18.69185966	-48.09440735	137.1742112	6.47	0.7836376416	K3III	1.22
93012							18.94852768	-62.80191774	348.4320557	6.47	-1.240590516	K3III	1.535
93068							18.95790591	58.22491647	116.4144354	6.47	1.139965819	A2V	0.072
93374							19.01817497	19.30961261	140.0560224	6.47	0.7384910589	K1III	1.114
94478							19.22889499	5.51563787	183.4862385	6.47	0.1519825114	A3V	0.1
96396							19.59887456	50.23852891	186.9158879	6.47	0.1117689101	G9III	1.034
96572							19.63241138	49.2840624	154.3209877	6.47	0.5278750294	G6V	0.99
97244							19.76450935	-2.88344929	333.3333333	6.47	-1.144393726	B3III	0.016
97849							19.88510718	-14.60308038	116.5501166	6.47	1.137436439	A1V	0.149
98012							19.91808664	-33.04624883	386.1003861	6.47	-1.46350118	K2/K3III	1.487
99024							20.10338725	-4.07812491	104.4932079	6.47	1.374559689	K0	1.156
99719							20.23468669	36.60489439	309.5975232	6.47	-0.9839873883	A0V	-0.014
99929							20.27448687	37.0563971	349.6503497	6.47	-1.248169834	B6III	-0.097
104634							21.19480961	-14.47237788	134.589502	6.47	0.8249440688	Fm delta Del	0.316
106424							21.55585239	-80.03930788	110.4972376	6.47	1.253242896	A0V	0.044
112895							22.8625002	-59.88134724	109.5290252	6.47	1.272353888	K1IIICN...	1.132
114408							23.16999599	-66.85772967	62.26650062	6.47	2.498727705	K0IV	0.956
115756							23.45207486	-66.58085439	271.7391304	6.47	-0.7007609066	K4III	1.455
117445							23.81371126	2.21449865	55.27915976	6.47	2.757192834	F5III-IV	0.461
117551							23.83947771	51.62170663	40.51863857	6.47	3.431725777	F3V	0.403
118116							23.95931057	60.02360903	350.877193	6.47	-1.2557757	B9III-IV	0.029
2707	Cas	Cassiopeia		16	16 Cas		0.5735795	66.75035211	173.3102253	6.47	0.2758790658	B9III	-0.049
50218	LMi	Leo Minor		22	22 LMi		10.25176754	31.46807457	234.1920375	6.47	-0.3778606249	G8III	0.858
74500	Lib	Libra		23	23 Lib		15.22470141	-25.30916439	25.65418163	6.47	4.424209174	G5V	0.691
62478	Com	Coma Berenices		28	28 Com		12.80399007	13.55310064	124.8439451	6.47	0.9881625804	A1V	0.015
32404	Gem	Gemini		32	32 Gem		6.76505546	12.69356775	349.6503497	6.47	-1.248169834	A9III	0.344
86060	Oph	Ophiuchus		52	52 Oph		17.58847257	-22.04380131	271.00271	6.47	-0.6948681692	Ap Si	0.011
10826	Cet	Cetus		68Omi	68 Cet	ο Cet	2.32244073	-2.97706055	128.3697047	6.47	0.9276872884	M5e-M9e	0.966
4844							1.03846356	51.03497045	193.7984496	6.48	0.0432485081	A3V	0.122
10069							2.15967256	-24.34568294	62.22775358	6.48	2.510079384	F0IV/V	0.289
10633							2.28103256	57.05524766	729.9270073	6.48	-2.836397164	B1Iab	0.281
12300							2.64020838	-37.99039371	53.44735436	6.48	2.840368938	F6V	0.521
12964							2.77918241	-21.63956244	45.08566276	6.48	3.209807709	F3IV/V	0.387
23695							5.09225185	19.80675325	142.2475107	6.48	0.7147766251	A5m	0.219
24520							5.26077788	-52.18223022	262.4671916	6.48	-0.6153751216	K2III	1.213
28180							5.95399011	-53.4256934	220.7505519	6.48	-0.2395089899	K5/M0III	1.48
28988							6.11717383	-45.09162196	114.1552511	6.48	1.192520531	K1III	1.162
29185							6.15650954	-49.56301376	60.13229104	6.48	2.584461246	F8V	0.502
30706							6.45210716	-37.89561574	49.77600796	6.48	2.994899684	F3V	0.394
30798							6.47132519	1.91271649	149.9250375	6.48	0.6006291696	B9V	-0.064
32040							6.69382493	35.93199076	78.67820614	6.48	2.000727753	F8III	0.509
34297							7.10999096	-12.39395311	1515.151515	6.48	-4.422280322	B7Iab...	-0.124
39348							8.04328416	57.27377091	101.6260163	6.48	1.444975492	F8V	0.649
41970							8.55551903	-38.3706896	418.4100418	6.48	-1.628010495	B2/B3V	-0.153
43338							8.82914981	-21.04830272	80.19246191	6.48	1.959332267	A6IV	0.256
44979							9.16249906	-49.42431351	157.480315	6.48	0.4938686265	A9Vn	0.17
44984							9.16290295	11.56452847	37.67897513	6.48	3.599504593	F2p	0.355
45272							9.22701975	21.28323198	152.2070015	6.48	0.5678268478	A2V	0.046
47039							9.58663244	-35.823745	63.37135615	6.48	2.470534994	F5V	0.417
48895							9.97392097	27.75906843	66.75567423	6.48	2.357559067	F3V	0.362
51883							10.60056128	80.49463792	131.2335958	6.48	0.8897748567	G4III:	0.963
57507							11.78777427	-30.28595727	17.77461785	6.48	5.230998639	G5V	0.681
57749							11.84367686	-27.27795367	151.9756839	6.48	0.5711294681	G8III	0.98
62743							12.85637005	-10.33821106	118.3431953	6.48	1.114283545	G8III	1.03
65372							13.39782975	-49.82273441	130.2083333	6.48	0.9068061002	G8III	0.959
65969							13.52589429	-28.11274555	87.10801394	6.48	1.77970944	A1V	0.09
66326							13.59260343	10.2050894	101.010101	6.48	1.458175973	K1III+...	1.043
66385							13.61108188	49.48668434	153.3742331	6.48	0.5512379787	K1III	1.175
66405							13.61404921	-34.46775455	159.2356688	6.48	0.4697982187	K0III	1.026
69778							14.28199033	-77.6642146	724.6376812	6.48	-2.820604568	K2IIp	1.375
70538							14.42993674	-26.85210525	76.98229407	6.48	2.048045755	K0III	0.941
76985							15.71959524	13.6677537	193.0501931	6.48	0.0516487987	G5III	0.873
79441							16.21261825	26.67065993	73.0994152	6.48	2.160430487	F3V	0.391
83090							16.97821171	-14.86961006	48.37929366	6.48	3.056702383	F3IV/V	0.391
85149							17.40062856	38.58269551	165.5629139	6.48	0.3851846931	F8IV	0.716
86098							17.59529863	-37.4397919	103.7344398	6.48	1.40038517	A0V	0.006
87564							17.88839384	-65.48844303	159.2356688	6.48	0.4697982187	K0/K1III	1.086
87782							17.93193378	-18.80210517	111.2347052	6.48	1.248798459	A1V	0.056
88030							17.98119612	45.47615489	143.0615165	6.48	0.7023858787	B9sp...	-0.064
91090							18.57985831	10.89200074	194.9317739	6.48	0.0305868256	A1V	0.032
93666							19.07337548	-5.68484308	370.3703704	6.48	-1.363181179	C5II	2.3
95149							19.35824991	-34.98322276	20.85505735	6.48	4.883943058	G1/G2V	0.628
102276							20.72338805	35.5878093	680.2721088	6.48	-2.683413326	G8Ib	1.251
105046							21.27762711	-1.60771816	259.0673575	6.48	-0.5870634766	K0	0.981
107749							21.8278045	41.14880103	2631.578947	6.48	-5.621082017	A2Ib	0.381
113283							22.93995184	-31.56517871	7.637085688	6.48	7.065361683	K4Vp	1.094
115036							23.29888648	45.48894828	167.2240803	6.48	0.3635059199	B9p...	-0.037
12189	Ari	Aries		30	30 Ari		2.6167877	24.64725663	40.12841091	6.48	3.46274019	F6III	0.51
41904	Cnc	Cancer		34	34 Cnc		8.54440768	10.06602306	165.8374793	6.48	0.3815865607	A1V	-0.007
54388	Leo	Leo		64	64 Leo		11.1276989	23.32373831	75.58578987	6.48	2.087799221	A5m	0.164
1268							0.26526011	-75.91160944	215.9827214	6.49	-0.1820950449	G8/K0III	0.983
3175							0.67459915	-16.51659767	154.3209877	6.49	0.5478750294	G8III	0.91
3903							0.83437674	-43.39494468	96.99321048	6.49	1.556293326	A9/F0III	0.286
16177							3.47321226	60.2557263	263.1578947	6.49	-0.6110820169	B9V	0.014
16695							3.58030424	6.41773268	134.589502	6.49	0.8449440688	G0	0.642
17214							3.68715289	-11.80249015	91.91176471	6.49	1.673144477	F2III	0.377
17493							3.74735168	-48.06111837	155.7632399	6.49	0.5276751403	G8/K0III	1.011
22003							4.73007579	32.86556708	71.99424046	6.49	2.203511229	A8V	0.311
23724							5.10025833	35.9364198	82.3723229	6.49	1.911093434	A5V	0.184
24881							5.33397725	44.4254299	290.6976744	6.49	-0.8272077871	K0	1.331
25011							5.35536327	4.01197792	381.6793893	6.49	-1.418493543	B5Vp	-0.089
25180							5.38666122	-26.70548911	52.41090147	6.49	2.892891852	F6V	0.505
26623							5.65856601	-9.7066069	173.6111111	6.49	0.2921124171	B7V	-0.107
33754							7.0109275	-9.20297055	900.9009009	6.49	-3.283385106	B1Ib	0.142
34238							7.09767089	70.73194016	259.7402597	6.49	-0.5826963525	K0III	1.568
43573							8.87392906	-32.50930296	247.5247525	6.49	-0.4780931744	K2/K3III	1.451
47779							9.7416678	18.8636265	142.4501425	6.49	0.7216855606	K0	1.158
51852							10.59412795	-18.56900618	72.09805335	6.49	2.200382305	A5IV/V	0.199
56816							11.64697798	64.34696298	196.4636542	6.49	0.0235889117	A5IV	0.154
58512							11.99927922	34.03466959	114.8105626	6.49	1.190090775	A9III	0.243
64375							13.19423458	-26.55172563	112.6126126	6.49	1.232064829	A5V	0.193
65723							13.47395339	40.72978568	132.4503311	6.49	0.8797347581	G8III	0.927
66522							13.63551767	14.30196227	71.68458781	6.49	2.212871038	A9Vs	0.274
68184							13.95891582	61.4923353	10.10407194	6.49	6.467517851	K3V	1.04
68413							14.00485267	-61.48094266	65.18904824	6.49	2.419126798	F1III-IV	0.333
70452							14.4113603	-11.66964736	89.84725966	6.49	1.722475822	F4III	0.417
71295							14.58075519	-20.4393776	187.9699248	6.49	0.1195581615	A3V	0.139
72508							14.82565762	51.37449776	51.51983514	6.49	2.930127677	F5IV	0.401
75736							15.47241223	-88.13281448	64.35006435	6.49	2.447255072	Am	0.303
76048							15.53062261	-32.88106085	139.0820584	6.49	0.7736444519	B6/B7V	0.065
76198							15.56464874	17.13747753	62.81407035	6.49	2.499715317	F3III	0.341
77235							15.77024829	-28.06142741	68.0735194	6.49	2.325108979	F0V	0.332
80719							16.48027435	-8.12867261	46.4037123	6.49	3.157236373	F2V	0.41
85317							17.43467968	58.65186189	109.2896175	6.49	1.29710547	A4V	0.139
90729							18.51156702	20.81568735	35.81661891	6.49	3.71957707	G8IV	0.795
91132							18.58925341	-20.84043868	93.37068161	6.49	1.638947354	F0IV/V	0.28
91369							18.63457798	-14.00476208	212.7659574	6.49	-0.1495107103	B8II/III	0.189
91394							18.63994314	-3.19372155	49.97501249	6.49	2.996235443	F9IV	0.553
91707							18.70224642	34.74631578	404.8582996	6.49	-1.546515234	B5V	-0.116
93209							18.98637954	-39.53463573	149.0312966	6.49	0.6236126008	B9.5V	-0.04
96771							19.67033114	60.50713097	120.0480192	6.49	1.093225007	A5V	0.212
97607							19.83818887	7.90242825	476.1904762	6.49	-1.898903526	B2.5IVe	-0.086
98038							19.92208067	-6.73463769	85.68980291	6.49	1.82535428	F2V	0.391
100250							20.33223434	46.83730538	374.5318352	6.49	-1.377443693	B9p Si	-0.084
100651							20.40898783	53.55190298	448.4304933	6.49	-1.768475685	B9.5III	-0.025
101505							20.56943859	20.98519665	452.4886878	6.49	-1.788038632	B3IV	-0.138
102496							20.77182723	-36.12002528	69.3481276	6.49	2.284826302	F3/F5V	0.433
112432							22.7745043	-49.68512013	233.1002331	6.49	-0.3477135391	K0III-IV	1.162
114937							23.28051392	-41.19443278	149.9250375	6.49	0.6106291696	K0III	1.07
116781							23.66745084	37.65283835	89.28571429	6.49	1.736090113	F2IV	0.355
16156	For	Fornax		Chi3		χ3 For	3.46986078	-35.85341812	110.9877913	6.49	1.263623955	A1V	0.126
24348	Cam	Camelopardalis		14	14 Cam		5.2253587	62.69112962	82.23684211	6.49	1.914667875	A7Vn	0.204
24832	Aur	Auriga		18	18 Aur		5.32325665	33.98543113	72.20216607	6.49	2.197248867	A7V	0.256
97967	Aql	Aquila		57	57 Aql		19.91057234	-8.2369743	110.864745	6.49	1.266032688	B8V	-0.04
45170	Cnc	Cancer		81Pi 1	81 Cnc	π1 Cnc	9.20496263	14.99544127	20.4792136	6.49	4.933433621	G9V	0.731
55846	Leo	Leo		83	83 Leo		11.44604048	3.01265989	17.6709666	6.49	5.25369847	K0IV	0.778
1331							0.27842988	-20.21005714	187.6172608	6.5	0.1336360451	B6III/IV	-0.108
10854							2.32798856	-4.34558086	167.2240803	6.5	0.3835059199	A3V	0.082
11644							2.50379829	-25.18651726	106.4962726	6.5	1.363327961	DAn...	0.294
17026							3.65001747	20.91584806	151.5151515	6.5	0.5977196777	Am...	0.151
22923							4.93287834	5.39905815	150.1501502	6.5	0.6173711459	A0V	0.025
25911							5.5299996	85.93871532	99.50248756	6.5	1.510830309	A5m	0.36
26054							5.55761253	32.80131934	91.07468124	6.5	1.703011701	A2m	0.094
31977							6.68265624	-71.7750932	132.8021248	6.5	0.883974881	K1IIICN...	1.11
34234							7.09712271	-10.6600828	1086.956522	6.5	-3.681060863	B0.5IVn	-0.062
37293							7.65749573	-26.86309474	251.2562814	6.5	-0.5005846396	B6V	-0.094
40878							8.34143315	53.57435244	62.73525721	6.5	2.512441585	F0IV	0.3
41572							8.47668269	-23.07098606	159.2356688	6.5	0.4897982187	A1/A2V	0.06
